name,latitude,longitude,cuisine,phone,website,opening_hours,street,house_number,city,amenity,brand,operator,category
Caviar Russe,40.760725,-73.9737351,seafood,+1-212-980-5908,https://caviarrusse.com/pages/new-york-about,"Mo-Sa 12:00-21:00, Su 12:00-16:00",Madison Avenue,538,,restaurant,,,restaurant
Mishki Micuy,40.6309934,-74.1303495,peruvian,,,,,,,restaurant,,,restaurant
Bong,40.6727061,-73.9548016,cambodian,+1-718-783-2198,https://bongnyc.com,Mo-Sa 09:00-19:00; Su 09:09-17:00,Sterling Place,724,,restaurant,,,restaurant
West Cork Grill,40.6380284,-74.1091702,,,,,,,,restaurant,,,restaurant
Jack’s Wife Freda,40.717074,-73.9632241,mediterranean,,,,Wythe Avenue,258,Brooklyn,restaurant,,,restaurant
Hilltop,40.8355593,-73.9441484,burger,,,,Broadway,3821,New York,restaurant,,,restaurant
Takeda,40.7886861,-73.9745181,japanese,,,,Amsterdam Avenue,566,,restaurant,,,restaurant
Dynasty Taste,40.58809,-74.165227,chinese,,,,,,,restaurant,,,restaurant
Boqueria W40th,40.7556286,-73.9902396,spanish,212-255-6047,https://boqueriarestaurant.com/location/nyc/times-square/,,W 40th St,260,New York,restaurant,,,restaurant
OMG Shawarma,40.7344725,-74.0020801,,,,,7th Avenue South,169,,restaurant,,,restaurant
Phil-Am Kusina,40.6124198,-74.0714336,filipino,+1-718-727-3663,,,Tompkins Avenue,556,Staten Island,restaurant,,,restaurant
Good Wok Restaurant,40.6169439,-74.0730511,chinese,,,,,,,restaurant,,,restaurant
Maizal,40.6183708,-74.0694496,mexican,,,,,,,restaurant,,,restaurant
Vinium,40.6248194,-74.0747803,,,,,,,,restaurant,,,restaurant
Casa Del Molcajete Inc,40.6264954,-74.0754011,mexican,,,,,,,restaurant,,,restaurant
Jerry's 647 Diner,40.62643,-74.0753602,,,,,,,,restaurant,,,restaurant
Bay House Bistro,40.6278957,-74.0765193,,,,,,,,restaurant,,,restaurant
El Patron Restaurant & Lounge,40.6291556,-74.0767245,mexican,,,,,,,restaurant,,,restaurant
Istanbul Bay,40.6297297,-74.0768125,turkish,,,,,,,restaurant,,,restaurant
Georgie's Bistro,40.632338,-74.0759498,,,,,,,,restaurant,,,restaurant
Craft House,40.6364625,-74.0774587,"burger, beer",,,,Van Duzer Street,60,Staten Island,restaurant,,,restaurant
Mistura Peruana,40.692588,-73.8601455,,,,,,,,restaurant,,,restaurant
Tarallucci e Vino,40.7381477,-73.9906882,"italian, breakfast",+1-212-228-5400,https://www.taralluccievino.net/union-square-location,"Mo-Th 08:00-22:30, Sa 09:00-23:00, Su 11:00-22:30",,,,restaurant,,,restaurant
Tarallucci e Vino,40.7434574,-73.9846977,italian,+1-212-779-1100,https://www.taralluccievino.net/nomad,"Mo-Th 17:00-22:30, Fr-Sa 17:00-23:00",East 28th Street,44,,restaurant,,,restaurant
Vallata,40.738039,-73.9886026,italian,+1-212-461-4300,,"Mo 17:00-21:00; Tu-Th 11:30-15:00, 17:00-21:00, Fr-Sa 11:30-15:00, 17:00-21:30",,,,restaurant,,,restaurant
La Cabaña Salvadoreña,40.6950689,-73.8444818,salvadoran,+1-347-644-1147,,,,,,restaurant,,,restaurant
Sunshine Grill & Kebab,40.736611,-73.7124004,kebab,+1-718-343-2300,,,Hillside Avenue,255-09,,restaurant,,,restaurant
Campo Bello Restaurante,40.6244692,-74.0793294,dominican,,,,,,,restaurant,,,restaurant
Mr. Sushi,40.7003862,-73.9009294,"sushi, japanese",+1-929-295-0286,https://mrsushiny.com,"Mo-Th 11:30-22:30, Fr-Sa 11:30-23:00, Su 12:00-22:00",,,,restaurant,,,restaurant
International Coffee Shop,40.7004145,-73.8983016,,,,,,,,restaurant,,,restaurant
Shorty's Roti Shop,40.6383478,-74.0782731,caribbean,,,,,,,restaurant,,,restaurant
Blaze Jamaican,40.638346,-74.0790213,jamaican,,,,,,,restaurant,,,restaurant
La Cabaña Restaurant & Pizzeria Mexicana,40.6378313,-74.0799286,"pizza, mexican",,,,,,,restaurant,,,restaurant
Holland Bay Restaurant,40.6379693,-74.0791959,,,,,,,,restaurant,,,restaurant
Cinderella's Restaurant,40.6375329,-74.0799759,mexican,,,,,,,restaurant,,,restaurant
El Pastorcito Cafe Restaurante,40.6374863,-74.0800512,,,,,,,,restaurant,,,restaurant
Kondela,40.6700581,-73.8423183,mexican,,,,Cross Bay Boulevard,,,restaurant,,,restaurant
,40.6700153,-73.8421127,asian,,,,,,,restaurant,,,restaurant
,40.6544052,-73.8383822,chinese,,,,,,,restaurant,,,restaurant
Goal Omakase Sushi,40.7746573,-73.9517471,,,https://www.goalomakasesushi.com/,Mo-Su 12:00-09:45,East 82nd Street,349,,restaurant,,,restaurant
Ground Central Coffee Company,40.7637429,-73.9848071,coffee_shop,,,Mo-Su 07:00-19:00,,,,restaurant,,,restaurant
,40.673323,-73.887056,"venezuelan, cachapa",+1-718-484-4715,https://cachapasbrooklynnyc.com,Mo-Su 11:00-12:45,Pitkin Avenue,2311,Brooklyn,restaurant,,,restaurant
Dumpling Story,40.7183133,-73.9939503,,,,,,,,restaurant,,,restaurant
Il Mulino,40.761296,-73.9724022,italian,2127503270,https://www.imny.com/location/madison,Mo-Sa 11:30-23:00,East 56th Street,58,,restaurant,,,restaurant
Melangerie,40.7535527,-73.9784024,,,https://www.22vanderbilt.com/hospitality,,Vanderbilt Avenue,22,,restaurant,,,restaurant
Lulla,40.7440402,-73.9930299,,,https://www.lullanyc.com/,,,,,restaurant,,,restaurant
Blaze BBQ & Hibachi,40.7181784,-73.9920791,chinese,+1-212-837-8686,,"Tu-Th 11:30-22:30, Fr-Sa 11:30-23:00, Su 12:00-22:30",,,,restaurant,,,restaurant
Hav & Mar,40.7509895,-74.0057562,fusion,,https://www.havandmar.com/,,,,,restaurant,,,restaurant
Su Shi Nago Cafe,40.6381922,-74.0876162,asian,,,,,,,restaurant,,,restaurant
Palladino's Steak & Seafood,40.7531376,-73.9775826,"seafood, steak_house",,https://palladinos.com/,,,,,restaurant,,,restaurant
Tanoreen,40.6308149,-74.0278883,palestinian_&_middle_eastern,+1-718-748-5600,https://tanoreen.com,Tu-Su 12:00-10:00,3rd Avenue,7523,Brooklyn,restaurant,,,restaurant
Fan Szechuan,40.7190765,-73.9881143,chinese,+1-212-252-8999,https://www.fanszechuan.com,"Mo-Th 11:30-21:30, Fr-Sa 11:30-22:30, Su 12:30-21:30",,,,restaurant,,,restaurant
Yummy's,40.6745366,-73.9502091,caribbean,+1-718-676-0154,https://yummysrestaurantnyc.com,"Tu-Th 16:00-22:00, Fr 16:00-23:00, Sa 12:00-23:00, Su 12:00-22:00",,,,restaurant,,,restaurant
Henry & The Lions,40.746813,-74.001689,,,,,,,,restaurant,,,restaurant
Coppelia,40.7388838,-74.0000095,cuban,+1 212-858-5001,https://ilovecoppelia.com,24/7,West 14th Street,207,New York,restaurant,,,restaurant
Smile of the Beyond,40.7091836,-73.8048638,diner,+1-718-206-4960,https://www.smileofthebeyond.com,We-Mo 08:30-15:30; Tu closed,Parsons Boulevard,86-14,Jamaica,restaurant,,,restaurant
The Cocoa Exchange,40.7051235,-74.0085966,,,,,,,,restaurant,,,restaurant
NeroLab,40.7068019,-74.0099313,italian,,,,,,,restaurant,,,restaurant
Dairy Palace,40.6119448,-74.1370773,pizza,,,,,,,restaurant,,,restaurant
Kings Pizzeria & Restaurant,40.6119674,-74.1369539,pizza,,,,,,,restaurant,,,restaurant
Roberto's Gourmet Kitchen,40.6121251,-74.1316492,italian,,,,,,,restaurant,,,restaurant
Mazcal's Mexican Restaurant,40.6118083,-74.1325947,mexican,,,,,,,restaurant,,,restaurant
Ramro,40.7618778,-73.9176064,asian,+1 (347) 507-1418,https://www.ramronyc.com/,Th-Fr 17:00-22:30; Sa 18:00-22:00; Su 16:00-21:30,38th Street,30-93,,restaurant,,,restaurant
Empanadas Cafe,40.740238,-73.8531753,"coffee_shop, spanish",7185927288,https://empanadascafe.com/,Mo-Su 08:00-20:00,Van Doren Street,56-27,,restaurant,,,restaurant
一品小笼包,40.7183113,-73.993949,chinese,,,,Grand Street,250,,restaurant,,,restaurant
New Yung Hong,40.6106598,-74.1462998,chinese,,,,,,,restaurant,,,restaurant
Rynn,40.7266592,-73.9884205,thai,+1-646-922-8558,https://www.rynnnyc.com,"Su-Sa 12:00-16:00,17:00-22:00",,,,restaurant,,,restaurant
pizazz,40.7361017,-73.9890842,,,,,,,,restaurant,,,restaurant
Annadale Terrace,40.5425249,-74.1771572,"greek, american",+1-718-967-5900,https://www.annadaleterrace.com/,,Annadale Road,801,Staten Island,restaurant,,,restaurant
Rockaway Roti Shop,40.6759145,-73.8153769,,,,,,,,restaurant,,,restaurant
Souvlaki Spot,40.6628758,-73.8410911,greek,,,,,156-40,,restaurant,,,restaurant
Ask Sushi,40.7330703,-73.8957452,"fusion, sushi, latin_american",+1-347-924-9033,,,,,,restaurant,,,restaurant
Candle,40.7418865,-73.9811721,,+1 (929) 280-1445,https://candlecafe.nyc,Mo-Sa 11:00-10:30; Su 11:00-21:30,3rd Avenue,388,,restaurant,,,restaurant
Arka Mediterranean Cuisine,40.5711542,-74.0915002,mediterranean,,,,,,,restaurant,,,restaurant
New Everybody's Kitchen,40.572482,-74.0928392,chinese,,,,,,,restaurant,,,restaurant
Amalfi Coast Pizzeria & Restaurant,40.5722742,-74.0933117,pizza,,,,,,,restaurant,,,restaurant
Nori Sushi,40.573749,-74.1174929,sushi,,,,,,,restaurant,,,restaurant
Trackside Bar & Grill,40.5736405,-74.1176331,,,,,,,,restaurant,,,restaurant
Romance Bar Restaurant,40.6321856,-74.155054,,,,,,,,restaurant,,,restaurant
Teppanyaki One,40.8070888,-73.9445455,"asian, fish, oriental, seafood, sushi",(917) 388-2690,https://teppanyakione.com/,,West 125th Street,60,,restaurant,,,restaurant
West Rice Roll King,40.7169867,-73.9948131,chinese,(646) 830-2437,https://westricerollking.com/,We-Mo 10:30-19:00,Hester Street,124,,restaurant,,,restaurant
TAI ER SICHUAN CUISINE,40.7601859,-73.8337113,chinese,(929) 209-2222,http://taier.net,Mo-Su 11:30-21:50,37th Avenue,133-36,,restaurant,,,restaurant
Kalye Thai,40.7433181,-73.888585,thai,+1 718 899 2910,,,Woodside Avenue,76-06,Elmhurst,restaurant,,,restaurant
Wasabi Point,40.7433886,-73.8881565,japanese,,,,Woodside Avenue,76-18,Elmhurst,restaurant,,,restaurant
Hug Esan,40.7435246,-73.8873499,thai,,,,Woodside Avenue,77-16,Elmhurst,restaurant,,,restaurant
BunNan,40.6398295,-73.9552009,"caribbean, sandwich",(347) 365-3676,https://www.bunnan.co/,Tu-Sa 08:00-21:00; Su 11:00-21:00,Flatbush Avenue,1248,,restaurant,,,restaurant
Joe G,40.7657529,-73.9828919,"italian, italian_pizza",2127653160,https://joegrestaurant.com/,Mo 15:00-22:00; Tu-Su 11:30-22:00,West 56th Street,244,,restaurant,,,restaurant
Don Pablo Restaurant,40.6844492,-73.8761688,"latin_american, breakfast",+1-347-937-6584,,,,,,restaurant,,,restaurant
Patsy's,40.765555,-73.9827084,italian,,http://patsys.com,,West 56th Street,236,,restaurant,,,restaurant
Li's Happy Family,40.5754857,-74.1197883,chinese,,,,,,,restaurant,,,restaurant
Yuan Yang Dessert 鸳鸯糖水铺,40.759814,-73.8326223,chinese,,https://www.instagram.com/yuanyangdessert?igsh=MTUxcGlocjI4eXVxNw==,Mo-Su 12:00-23:00,Prince Street,38-14,,restaurant,,,restaurant
Peri Peri Grill House,40.684725,-73.9292431,"african, portuguese",9179668614,https://www.periperigh.com/,Tu-Sa 12:00-22:00; Su 12:00-21:00,Malcolm X Boulevard,235,,restaurant,,,restaurant
Sogno Toscano Market & Wine Bar,40.7358519,-74.0018817,,,,,,,,restaurant,,,restaurant
,40.5872105,-73.8138466,mexican,,,,,,,restaurant,,,restaurant
Jack's Wife Freda,40.7409214,-74.0014447,,,,,,,,restaurant,,,restaurant
Ribalta,40.7332959,-73.9916085,,,,,,,,restaurant,,,restaurant
Mojo Forest Hills,40.7206313,-73.8464333,spanish,+1 718-261-6162,https://www.mojolatin.com/,Mo-Th 12:00–23:00; Fr 12:00-01:00; Sa 11:00-01:00; Su 11:00-23:00,Austin Street,70-20,Forest Hills,restaurant,,,restaurant
Poke & Roll Sushi,40.7751621,-73.9100506,,,,,,,,restaurant,,,restaurant
Golden Star Chinese Restaurant,40.6031884,-74.0833933,chinese,,,,,,,restaurant,,,restaurant
Cinco de Mayo Restaurant & Bar,40.6031435,-74.0833587,mexican,,,,,,,restaurant,,,restaurant
Hook & Reel,40.6716608,-73.8570861,"seafood, cajun",+1-718-673-6207,https://hookreel.com/location/howardbeach/,"Mo-Th 12:00-22:00, Fr-Sa 12:00-23:00, Su 12:00-22:00",,,,restaurant,,,restaurant
Charcoal Grill & Modern Buffet,40.6725944,-73.8573184,american,+1-718-799-6898,https://www.charcoalgrillmodern.com,"Mo-Th 11:30-22:00, Fr-Sa 11:30-22:30, Su 11:30-22:00",,,,restaurant,,,restaurant
Basilio Inn Restaurant,40.5973796,-74.0637016,italian,,,,,,,restaurant,,,restaurant
Italianisimo,40.5985909,-74.0657374,italian,,,,,,,restaurant,,,restaurant
Ocean Palace Chinese Restaurant,40.5980497,-74.0668497,chinese,,,,,,,restaurant,,,restaurant
Via Ponte Pizzeria,40.597984,-74.067049,pizza,,,,,,,restaurant,,,restaurant
Nori Yakitori and Ramen,40.5981154,-74.0725658,japanese,,,,,,,restaurant,,,restaurant
Ran Việt,40.5976229,-74.073342,vietnamese,,,,,,,restaurant,,,restaurant
Fuji Sushi Japanese Cuisine,40.5987174,-74.0797493,sushi,,,,,,,restaurant,,,restaurant
Naija Bar & Grill,40.5984605,-74.0809074,nigerian,,,,,,,restaurant,,,restaurant
Barbaco Tio,40.6737798,-73.9830769,mexican,+1-929-397-0003,https://barbacotio.com,"Tu-Th 15:00-21:00, Fr 15:00-22:00, Sa 11:00-22:00, Su 11:00-21:00",2nd Street,339A,,restaurant,,,restaurant
Taqueria El Buchon,40.6348263,-74.1103573,mexican,,,,,,,restaurant,,,restaurant
Dino's Pizzeria,40.9050744,-73.9014506,pizza,+1-718-796-2339,https://www.dinospizzeriamenu.com/,Mo-Su 11:00-22:00,Mosholu Avenue,5660,Bronx,restaurant,,,restaurant
The Good Good,40.8012553,-73.9421334,,(917) 409-0103,https://www.thegoodgoodnyc.com/,,Park Avenue,1694,,restaurant,,,restaurant
Karahi Indian Cuisine,40.7655978,-73.9876226,indian,2124591515,http://karahinyc.com,Mo-Fr 11:30-22:00; Sa-Su 13:00-22:00,9th Avenue,803-B,,restaurant,,,restaurant
Taste Good Malaysian Cuisine,40.7415722,-73.8822778,malaysian,+1 (718) 898-8001,,Mo-Su 10:30-21:30,45th Avenue,82-18,,restaurant,,,restaurant
Tea Cup Cafe,40.7436514,-73.8881706,thai,(718) 426-2222,https://www.teacupcafenyc.com/,Mo-Su 12:00-23:00,Woodside Avenue,7623,,restaurant,,,restaurant
Hudson Table Brooklyn,40.7168706,-73.9485714,,,https://hudsontable.com/brooklyn,,Withers Street,88,Brooklyn,restaurant,,,restaurant
Apna Pind,40.6930295,-73.8160034,indian,,,,,,,restaurant,,,restaurant
Nails West,40.6917297,-73.820391,,,,,,,,restaurant,,,restaurant
Ramen Thupka,40.6850874,-73.9796285,ramen,,,Mo-Th 11:30-22:00; Fr-Su 12:00-22:30,,,,restaurant,,,restaurant
LECIEL,40.7195644,-73.9869398,american,,,,Rivington Street,129,New York,restaurant,,,restaurant
Caravan Uyghur Cuisine,40.7051211,-74.0096508,"asian, ramen, noodle, uyghur",+1 929-318-8615,https://www.caravanuyghur.com/,12:00-22:00 Fr 17:00-22:00,Beaver Street,60,New York,restaurant,,,restaurant
Genesis House,40.741452,-74.008311,,,,,10th Avenue,40,,restaurant,,,restaurant
Mama’s Too,40.7332723,-74.00407,pizza,(212) 510-7256,http://mamastoo.com,Mo-Su 12:00-22:00,Bleecker Street,325,,restaurant,,,restaurant
Thai Super,40.7994831,-73.9398653,,6465591339,https://thaisupernyc.com/,Mo-Su 12:00-22:00,East 118 street,166,,restaurant,,,restaurant
Mito,40.7324339,-73.8496063,asian,,,,108th Street,64-18,,restaurant,,,restaurant
Shoof Burger,40.6896711,-73.9777776,,,,Mo-Su 11:00-20:00,,,,restaurant,,,restaurant
Port Royal Restaurant & Bakery,40.6867618,-73.7939035,,,,,,,,restaurant,,,restaurant
Dos Caminos,40.7593685,-73.9853155,mexican,,,,,,,restaurant,,,restaurant
Cocoron,40.7202582,-73.9930775,japanese,+1-212-477-1212,https://www.cocoronandgoemon.com,"Mo-Su 12:00-15:10,17:00-22:30",,,,restaurant,,,restaurant
Gulp,40.7487438,-73.941009,,,,,27th Street,42-45,,restaurant,,,restaurant
Pulperia,40.7602775,-73.9894412,,,,,,,,restaurant,,,restaurant
Sicily,40.7601744,-73.9891823,italian,,,,,,,restaurant,,,restaurant
King David Venue & Catering,40.7261762,-73.8525133,"kebab, barbecue",+1 718-896-7686,https://www.kingdavidnyc.com/,,Queens Blvd,101-10,Forest Hills,restaurant,,,restaurant
La Caverna,40.7198122,-73.9871697,mexican,+1-212-475-2126,https://lacavernanyc.com,,,,,restaurant,,,restaurant
Essex,40.7197876,-73.9870989,"mediterranean, steak_house",,,,,,,restaurant,,,restaurant
Citrico Cafe,40.7579762,-73.9232915,"mexican, cafe",+1-718-255-1705,https://www.citricocafe.com/,Mo-Sa 12:00-01:00; Su 11:00-01:00,36th Street,32-90,Long Island City,restaurant,,,restaurant
Laliguras Bistro,40.7473643,-73.8894912,,,https://www.clover.com/online-ordering/laliguras-restaurant-inc-queens,,76th Street,3763,Jackson Heights,restaurant,,,restaurant
Loeb Boathouse,40.77535111637355,-73.96877542427097,,+1 212-517-2233,https://www.thecentralparkboathouse.com/,,,,New York,restaurant,,,restaurant
Tavern on the Green,40.772187962615845,-73.97756673298255,american,+1-212-877-8684,https://www.tavernonthegreen.com/,,,,New York,restaurant,,,restaurant
Sofrito,40.827302721021404,-73.955322858032,regional,,,17:00-04:00,Riverside Drive,679,New York,restaurant,,,restaurant
Traif,40.71059745996879,-73.95893481679673,american,,,,South 4th Street,229,Brooklyn,restaurant,,,restaurant
Lazy Siu's,40.712624299999995,-73.9608094,,(929) 337-6352,lazysius.com,,Driggs Avenue,742,Brooklyn,restaurant,,,restaurant
Kennedy's,40.5613585419793,-73.92094724131071,,+1-718-945-0202,https://www.kennedysbreezypoint.com/,"Tu-Th 12:00-15:00,17:00-21:00; Fr,Sa 12:00-15:00,17:00-21:30; Su 12:00-15:00,16:00-21:00",Bayside,406,Breezy Point,restaurant,,,restaurant
,40.71317743295992,-73.95742048699034,,,,,Grand Street,291,,restaurant,,,restaurant
Vanessa's Dumpling House,40.71382298415238,-73.96198709976422,chinese,+1-718-218-8809,https://vanessas.com/williamsburg/,Su-Th 12:00-23:00; Fr-Sa 12:00-24:00,Bedford Avenue,310,Brooklyn,restaurant,,,restaurant
Two Boots,40.67419735,-73.98243445,pizza,+1-718-499-0008,https://twoboots.com/locations/park-slope/,"Mo-We 11:30-22:30, Th 11:30-23:00, Fr-Sa 11:30-01:00, Su 11:30-22:30",5th Avenue,284,,restaurant,,,restaurant
Terrace Restaurant,40.67425512132712,-73.98239765646679,"diner, mexican",+1-929-624-2646,https://www.terracerestaurantbk.com,Mo-Su 07:30-22:00,5th Avenue,280,,restaurant,,,restaurant
Insa,40.67943023748637,-73.98268350337031,korean,+1-718-855-2620,https://www.insabrooklyn.com/,We 17:30-22:00; Th-Sa 17:30-24:00; Su 17:30-22:00,Douglass Street,328,,restaurant,,,restaurant
Bison & Bourbon,40.67317278823759,-73.99052150623983,steak_house,+1-718-422-0801,https://www.bisonandbourbon.com,,7th Street,191,,restaurant,,,restaurant
Da Noi,40.606939795931446,-74.0667237409819,italian,+1 718-720-1650,https://danoinyc.com/da-noi-fingerboard-road-staten-island,Mo-Th 12:00-22:00; Fr 12:00-23:00; Sa 15:00-23:00; Su 12:00-21:00,Fingerboard Road,138,,restaurant,,,restaurant
Fortune House,40.698453697327345,-73.99280697038412,chinese,+1-718-855-7055,https://www.fortunehouseny.com,Mo-Sa 11:30-21:30; Su 13:00-21:30,Henry Street,82,,restaurant,,,restaurant
Dinosaur Bar-B-Que,40.677558213146874,-73.9841100543598,barbecue,+1-347-429-7030,https://www.dinosaurbarbque.com/location/brooklyn-ny/,Mo-Tu 16:00-21:00; We-Th 12:00-21:00; Fr-Sa 12:00-23:00; Su 12:00-21:00,Union Street,604,Brooklyn,restaurant,,,restaurant
Zoo Café & Gift Shop,40.62495874421922,-74.1153492828909,,,,,,,,restaurant,,,restaurant
Fornino,40.69291954999999,-74.0016676,pizza,,,,,,,restaurant,,,restaurant
Juliana's Pizza,40.70275236867313,-73.9934265725581,pizza,+1-718-596-6700,https://julianaspizza.com,Mo-Su 11:30-21:00,Old Fulton Street,19,Brooklyn,restaurant,,,restaurant
Footprints Café,40.64462338850681,-73.92123608717033,,,,,Clarendon Road,5814,,restaurant,,,restaurant
Outback Steakhouse,40.649767984936,-73.87194463790303,"american, steak",,,,Gateway Drive,355,,restaurant,Outback Steakhouse,,restaurant
Red Lobster,40.65092116428616,-73.87005230964975,seafood,+1-718-964-2057,,,Gateway Drive,455,Brooklyn,restaurant,Red Lobster,,restaurant
Lindenwood Diner,40.66979993022701,-73.85748230297183,"diner, latin_american, caribbean",+1-718-235-6343,https://lindenwooddiner.com,Mo-Su 09:00-24:00,Linden Boulevard,2870,,restaurant,,,restaurant
The Rock Restaurant,40.68035898006008,-73.84717295350275,spanish,,,,Liberty Avenue,91-17,Jamaica,restaurant,,,restaurant
Vanderbilt at South Beach,40.58919879187645,-74.06646315646243,,,,,Fr Capodanno Boulevard,300,,restaurant,,,restaurant
Nino's Restaurant,40.59828135741266,-74.07976263405621,italian,,,,Hylan Boulevard,1110,,restaurant,,,restaurant
Gen Korean BBQ House,40.7331852564786,-73.98755429213578,"korean, barbecue",,https://www.genkoreanbbq.com/,"Mo-Th, Su 11:00-00:00; Fr, Sa 11:00-02:00",East 14th Street,150,New York,restaurant,,,restaurant
Pi Bakerie,40.72364725,-74.00324295,greek,(212) 226-2701,https://pibakerie.com,Mo-Su 07:00-21:00,Broome Street,512,New York,restaurant,,,restaurant
Peaches,40.68182355050838,-73.93465490326422,southern,+1 718 942-4162,http://peachesbrooklyn.com/,,Lewis Avenue,393,Brooklyn,restaurant,,,restaurant
Istanbul Kebab House,40.60876632603077,-73.95886731434105,"turkish, mediterranean",+1 914-400-0056,,,Kings Highway,1409,,restaurant,,,restaurant
Taci's Beyti,40.609536024569415,-73.96192490111095,turkish,+1-718-627-5750,https://www.tacisbeyti.com/,12:00-23:00,Coney Island Avenue,1955,Brooklyn,restaurant,,,restaurant
Good Joy Restaurant,40.689379461682066,-73.9706742373354,chinese,+1-718-858-8899,,,DeKalb Avenue,216,,restaurant,,,restaurant
Olea,40.687808892309214,-73.97061292221666,mediterranean,,,Mo-Th 11:00-21:30; Fr 11:00-22:30; Sa 10:00-22:30; Su 10:00-21:30,Adelphi Street,327,,restaurant,,,restaurant
EastSide Story,40.728478600668026,-73.98319271407185,kebab,+1-646-386-7897,,Mo-Su 12:00-04:00,East 10th Street,265,New York City,restaurant,,,restaurant
Black Door,40.745483773644935,-73.99250770433122,bar,,https://blackdoornyc.com/,Mo-Fr 16:00-04:00; Sa 08:00-04:00,West 26th Street,127,New York,restaurant,,,restaurant
Alma,40.68555820456558,-74.00213561710697,mexican,+1-718-643-5400,https://www.almabk.com,Mo-Tu 16:00-24:00; We-Fr 16:00-02:00; Sa 12:00-02:00; Su 12:00-24:00,Columbia Street,187,,restaurant,,,restaurant
Shah,40.685182497435086,-73.99118321386317,chinese,,,Mo-Th 11:30-22:00; Fr-Sa 11:30-22:30; Su 11:30-22:00,Smith Street,191,,restaurant,,,restaurant
Junior's,40.690172604384365,-73.98199030091298,"american, breakfast, dessert",+1-718-852-5257,https://www.juniorscheesecake.com/blog/restaurants/brooklyn/,Mo-Th 06:30-24:00; Fr-Sa 06:30-01:00; Su 06:30-24:00,Flatbush Avenue Extension,386,,restaurant,,,restaurant
Bass & Bourbon,40.68161865165622,-74.00460154997769,american,+1-718-855-2277,https://www.bassandbourbon.com,Mo-Th 11:00-23:00; Sa 19:00-23:00; Su 11:00-23:00,Hamilton Avenue,113,,restaurant,,,restaurant
Da Nonna Rosa,40.672904815693144,-73.97697088527664,"pizza, italian",+1-718-788-6225,https://danonnarosas.com,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-23:00,7th Avenue,140,,restaurant,,,restaurant
The Kati Roll Company,40.729650867901334,-74.00107836239793,indian,,,,Mac Dougal Street,99,New York,restaurant,,,restaurant
Unoriginal Noodles,40.66058794751809,-73.99030345709912,ramen,,https://unoriginalnoodles.com,,6th Avenue,687,Brooklyn,restaurant,,,restaurant
Surfish,40.668645000000005,-73.99363640000001,peruvian,+1-718-788-8070,https://www.surfishbistro.com/,Mo-Su 12:00-23:00,3rd Avenue,550,,restaurant,,,restaurant
IHOP,40.711535998007186,-73.79154220177338,"breakfast, pancake",+1-718-523-4561,http://restaurants.ihop.com/ny/jamaica/4623/,Su-Th 06:00-23:00; Fr-Sa 06:00-23:00,Hillside Avenue,170-19,Jamaica,restaurant,IHOP,,restaurant
"DO, Cookie Dough Confections",40.72911617568289,-73.99834864715413,"cookie, cookie_dough",,https://www.cookiedonyc.com/,,La Guardia Place,550,,restaurant,,,restaurant
,40.72967142531558,-73.99899736945042,,,,,West 3rd Street,82,,restaurant,,,restaurant
II Mulino NY,40.7297466829675,-73.9991444404718,italian,,,,West 3rd Street,86,,restaurant,,,restaurant
Sushi Zo,40.729796287587035,-73.99921201021733,"sushi, japanese",,,,West 3rd Street,88,,restaurant,,,restaurant
Nuevo Mexico,40.667476651647654,-73.9873667697192,mexican,+1-718-832-0050,,Mo 15:00-23:00; We-Th 13:00-23:00; Fr-Sa 13:00-24:00; Su 13:00-23:30,5th Avenue,489,,restaurant,,,restaurant
Annam Brahma,40.712815250000006,-73.80118375,indian,+1-718-523-2600,https://www.annambrahma.com,12:00-20:00; We off,164th Street,84-43,Jamaica,restaurant,,,restaurant
Dove Diner,40.558951555512415,-74.16906648822456,,+1 718-967-1900,https://dovedinersi.com/,"Mo-Th,Su 08:30-23:00; Fr,Sa 08:30-24:00",Richmond Avenue,3281,Staten Island,restaurant,,,restaurant
Encore,40.612484650000006,-74.0335525,,+1-718-745-3355,https://www.encorerestaurantnyc.com,,4th Avenue,10007,,restaurant,,,restaurant
Fushimi,40.61732870486452,-74.03098453124693,japanese,+1-718-833-7788,https://fushimigroup.com/bayridge/,Mo-Th 11:30-22:30; Fr 11:30-23:30; Sa 12:00-23:30; Su 12:00-22:00,4th Avenue,9316,,restaurant,,,restaurant
The Bridgeview Diner,40.62064288816137,-74.03187039757172,diner,+1-718-680-9818,https://www.bridgeviewdinerbrooklyn.com,Mo-Su 07:00-24:00,3rd Avenue,9011,,restaurant,,,restaurant
Aleli,40.62916164488031,-74.02899600476563,mexican,,https://alelicocina.com,Mo 16:00-22:00; Tu-Sa 16:00-22:00; Su 16:00-21:00,3rd Avenue,7804,,restaurant,,,restaurant
Tropical Shack,40.57469609614054,-73.97981165168515,,,,,,,,restaurant,,,restaurant
Tom's Coney Island,40.57334625972219,-73.98057646528177,,,,,,,,restaurant,,,restaurant
Teura,40.57582844651714,-73.98008710277817,"mediterranean, italian, albanian",+1 347-312-7772,https://teuranyc.com/,11:30-23:00,Surf Avenue,1215,Brooklyn,restaurant,,,restaurant
